278.16,267.43,282,41.164,21.321
277.56,267.43,279.84,41.164,21.321
276.86,266.73,278.58,41.164,21.321
276.6,266.73,277.96,41.164,21.321
276.38,266.73,277.39,41.164,21.321
276.16,266.73,276.79,41.164,21.321
275.59,266.27,276.21,41.164,21.321
275.34,264.14,275.67,41.164,21.321
275.86,262.69,275.98,41.164,21.321
276.68,255.86,276.68,41.164,21.321
277.07,261.22,276.48,41.164,21.321
279.4,259.22,277.29,41.164,21.321
280.11,257.94,277.21,41.164,21.321
279.36,258.2,276.48,41.164,21.321
279.21,258.2,276.42,41.164,21.321
278.11,257.43,276.03,41.164,21.321
276.35,256.39,275.18,41.164,21.321
275.12,255.07,274.23,41.164,21.321
273.99,253.19,273.12,41.164,21.321
272.94,252.09,272.4,41.164,21.321
271.86,252.92,271.6,41.164,21.321
270.73,249.86,270.7,41.164,21.321
269.74,248.72,270.09,41.164,21.321
269.18,247.86,269.86,41.164,21.321
268.82,247.86,269.56,41.164,21.321
268.31,246.99,269.1,41.164,21.321
267.7,246.69,268.59,41.164,21.321
268.37,246.69,268.99,41.164,21.321
267.75,246.4,268.57,41.164,21.321
267.47,246.1,268.22,41.164,21.321
267.55,246.1,268.19,41.164,21.321
267.74,246.1,268.59,41.164,21.321
269.6,247.28,270.19,41.164,21.321
271.65,248.72,271.02,41.164,21.321
271.54,257.69,270.77,41.164,21.321
271.61,259.22,270.95,41.164,21.321
273.13,259.72,271.52,41.164,21.321
276.47,258.2,272.56,41.164,21.321
276.06,258.2,272.89,41.164,21.321
275.25,255.33,272.95,41.164,21.321
274.37,255.33,272.9,41.164,21.321
274.67,258.45,273.06,41.164,21.321
275.49,263.42,273.46,41.164,21.321
274.98,257.69,273.54,41.164,21.321
274.79,264.38,273.62,41.164,21.321
274.85,264.85,273.65,41.164,21.321
274.92,264.85,273.71,41.164,21.321
274.45,265.09,273.55,41.164,21.321
274.84,265.8,273.72,41.164,21.321
275.02,265.8,273.93,41.164,21.321
275.19,266.5,274.01,41.164,21.321
275.28,266.5,274.17,41.164,21.321
275.91,267.2,274.53,41.164,21.321
276.4,267.43,274.88,41.164,21.321
276.56,267.43,275.15,41.164,21.321
276.3,267.66,275.27,41.164,21.321
276.6,268.34,275.57,41.164,21.321
277.05,268.34,275.92,41.164,21.321
277.72,268.8,276.23,41.164,21.321
277.92,269.03,276.55,41.164,21.321
277.85,269.7,276.67,41.164,21.321
278.02,270.37,276.85,41.164,21.321
278.46,270.37,277.11,41.164,21.321
278.69,270.37,277.28,41.164,21.321
278.79,271.04,277.39,41.164,21.321
279.06,272.14,277.6,41.164,21.321
279.53,272.8,277.87,41.164,21.321
279.38,272.14,277.92,41.164,21.321
278.59,261.71,277.32,41.164,21.321
278.51,261.71,277.06,41.164,21.321
278.22,263.66,276.73,41.164,21.321
277.59,259.72,275.89,41.164,21.321
277.06,258.96,275.25,41.164,21.321
276.33,260.47,274.73,41.164,21.321
276.05,261.22,274.46,41.164,21.321
275.72,257.17,274.16,41.164,21.321
275.41,256.91,273.81,41.164,21.321
275.19,256.39,273.53,41.164,21.321
275.51,256.65,273.68,41.164,21.321
276.62,262.93,274.08,41.164,21.321
275.44,265.33,273.46,41.164,21.321
274.7,264.38,272.75,41.164,21.321
274.6,262.45,272.58,41.164,21.321
275.86,258.45,273.22,41.164,21.321
276.59,258.45,273.46,41.164,21.321
276.88,255.6,273.42,41.164,21.321
276.62,257.17,273.04,41.164,21.321
275.64,257.43,272.61,41.164,21.321
274.03,255.33,271.49,41.164,21.321
272.79,252.09,270.67,41.164,21.321
271.63,250.99,269.92,41.164,21.321
270.78,250.43,269.34,41.164,21.321
269.85,249.3,268.71,41.164,21.321
269.19,249.01,268.37,41.164,21.321
268.7,248.15,268,41.164,21.321
268.03,247.28,267.62,41.164,21.321
267.16,246.1,266.79,41.164,21.321
266.65,245.51,266.29,41.164,21.321
266.08,244.61,265.81,41.164,21.321
265.88,244.31,265.62,41.164,21.321
265.24,244.01,265.02,41.164,21.321
265.03,243.7,264.75,41.164,21.321
